name,name_en,service_type,lat,lng,country_code
Les Enfants Rouges,Les Enfants Rouges,restaurant,48.8630297,2.3612527,FR
404,404,restaurant,48.864464,2.3543053,FR
Onhà Dô,Onhà Dô,restaurant,48.8483768,2.3739692,FR
Le Mumtaz,Le Mumtaz,restaurant,48.8491606,2.4165683,FR
Lémoni Café,Lémoni Café,restaurant,48.8647973,2.3411779,FR
Rani Mahal,Rani Mahal,restaurant,48.8687993,2.3373273,FR
O' Scià,O' Scià,restaurant,48.864878,2.3475212,FR
Café Moderne,Café Moderne,restaurant,48.8689038,2.3422059,FR
Le Café Noir,Le Café Noir,cafe,48.8663473,2.3443206,FR
Manteigaria - Fábrica de Pastéis de Nata Rambuteau,Manteigaria - Fábrica de Pastéis de Nata Rambuteau,pastry,48.860997,2.3544354,FR
Le Loir dans la Théière,Le Loir dans la Théière,cafe,48.8562335,2.3610458,FR
La Perla,La Perla,restaurant,48.8557588,2.3561398,FR
L'Excuse,L'Excuse,restaurant,48.8533876,2.3620076,FR
Pizzou,Pizzou,restaurant,48.8576083,2.3562589,FR
Chez Marianne,Chez Marianne,restaurant,48.8577309,2.3586364,FR
Terrasse Sainte-Catherine,Terrasse Sainte-Catherine,restaurant,48.85559,2.3628253,FR
Mariage Frères,Mariage Frères,tea,48.8577196,2.3565683,FR
Café des Phares,Café des Phares,cafe,48.8536169,2.368253,FR
Le Lutétia Île Saint-Louis,Le Lutétia Île Saint-Louis,restaurant,48.8532987,2.3540953,FR
Au Petit Fer à Cheval,Au Petit Fer à Cheval,restaurant,48.8574347,2.3576107,FR
Dinh Van,Dinh Van,jewelry,48.8577212,2.3576336,FR
La Fontaine aux Vins,La Fontaine aux Vins,alcohol,48.8407951,2.3497522,FR
